<Logging continued from "data/ulx_logs/07-27-24.txt">
[15:52:57] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_pz4d
[15:54:14] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_uc_bren
[15:54:18] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_bm31
[15:55:01] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:11] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:15] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:15] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:15] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:15] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:15] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:15] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:16] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:55:16] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_item_ammo
[15:56:13] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_warthog_mg_reach
[15:56:23] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_dodtiger
[15:58:12] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezwinch
[15:58:46] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezworkbench
[16:05:15] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_trailer_wz36
[16:07:59] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_trailer_sa34
[16:08:21] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_trailer_sa34
[16:08:37] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_gallant
[16:11:47] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_aft
[16:12:12] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_amc_p16
[16:12:49] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_t1
[16:13:06] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_horch
[16:13:19] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_bm13
[16:14:20] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_highlander
[16:14:57] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_actaeon
[16:14:59] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_ixion
[16:15:00] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_xiphos
[16:15:00] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_percutio
[16:15:01] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_gemini
[16:16:01] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[16:16:06] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_t34
[16:17:43] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[16:18:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[16:22:47] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_ba64
[16:23:00] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_dodwillyjeep
[16:23:04] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_gallant
[16:23:08] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[16:23:21] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[16:24:00] Server is shutting down/changing levels.



[16:30:19] New map: gm_templebeta
[16:30:25] Client "vasily_yugoslavsky_2012" connected.
[16:31:46] Client "vasily_yugoslavsky_2012" spawned in server <STEAM_0:0:136760122> (took 81 seconds).
[16:32:24] Server is shutting down/changing levels.



[16:32:41] New map: gm_micronations
[16:33:06] Client "vasily_yugoslavsky_2012" spawned in server <STEAM_0:0:136760122> (took 32 seconds).
[16:34:27] RusLanConnection suicided!
[16:34:41] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[16:35:13] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[16:36:50] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[16:37:39] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_gallant
[16:38:09] vasily_yugoslavsky_2012: вообще похуй
[16:38:19] vasily_yugoslavsky_2012: похую
[16:39:02] vasily_yugoslavsky_2012: але
[16:39:08] vasily_yugoslavsky_2012: отец сказал потише
[16:39:18] vasily_yugoslavsky_2012: стой
[16:39:19] vasily_yugoslavsky_2012: погоди
[16:39:23] vasily_yugoslavsky_2012: а я могу под танком
[16:39:24] vasily_yugoslavsky_2012: лечь
[16:39:29] vasily_yugoslavsky_2012: позорр
[16:39:38] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[16:39:58] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[16:40:01] vasily_yugoslavsky_2012: это как в той выживалке про зомби в роблоксе
[16:40:06] vasily_yugoslavsky_2012: там тоже можно в транспорт чужой залесть
[16:40:10] RusLanConnection killed vasily_yugoslavsky_2012 using lvs_renaultft_m
[16:40:27] RusLanConnection killed vasily_yugoslavsky_2012 using lvs_renaultft_m
[16:41:07] RusLanConnection killed vasily_yugoslavsky_2012 using lvs_renaultft_m
[16:41:20] vasily_yugoslavsky_2012: смотри что у меня есть
[16:41:34] vasily_yugoslavsky_2012: он с рандомным шансом взрывается
[16:41:36] vasily_yugoslavsky_2012 killed RusLanConnection using wm_missile
[16:41:36] vasily_yugoslavsky_2012 suicided!
[16:41:44] RusLanConnection brought vasily_yugoslavsky_2012
[16:42:17] vasily_yugoslavsky_2012: не помню команду на инвентарь
[16:42:53] vasily_yugoslavsky_2012: ведра
[16:42:57] vasily_yugoslavsky_2012: вот нашел
[16:43:00] vasily_yugoslavsky_2012: походу
[16:43:13] vasily_yugoslavsky_2012: теперь его заправить надо
[16:43:43] vasily_yugoslavsky_2012: чупа хеллоу
[16:45:34] vasily_yugoslavsky_2012: пластиковые 
[16:45:37] vasily_yugoslavsky_2012: штуки
[16:45:39] vasily_yugoslavsky_2012: с химикатами
[16:45:40] vasily_yugoslavsky_2012: мусор
[16:46:32] vasily_yugoslavsky_2012: аборигены
[16:47:06] vasily_yugoslavsky_2012: лопата
[16:47:11] vasily_yugoslavsky_2012: мне нравится что с помощью песка
[16:47:13] vasily_yugoslavsky_2012: можно делать
[16:47:16] vasily_yugoslavsky_2012: оборонительные
[16:47:17] vasily_yugoslavsky_2012: штуки
[16:47:35] vasily_yugoslavsky_2012: ты его наполняешь
[16:48:01] vasily_yugoslavsky_2012: мда без рюкзака тяжело
[16:48:21] vasily_yugoslavsky_2012: чисто по идее
[16:48:27] vasily_yugoslavsky_2012: можно с самого начала торговать с челами
[16:48:36] vasily_yugoslavsky_2012: пшеном
[16:48:44] vasily_yugoslavsky_2012: если ведро скрафтить
[16:48:57] vasily_yugoslavsky_2012: хотя органика и так добывается из арбузов
[16:49:34] vasily_yugoslavsky_2012: есть сервер 
[16:49:41] vasily_yugoslavsky_2012: по джмод сурвайвл
[16:49:43] vasily_yugoslavsky_2012: я там играл
[16:49:49] vasily_yugoslavsky_2012: ко мне моментально пришел какой то мужик
[16:49:52] vasily_yugoslavsky_2012: с винтовкой
[16:49:55] vasily_yugoslavsky_2012: пороховой
[16:49:57] vasily_yugoslavsky_2012: и забрал все
[16:49:59] vasily_yugoslavsky_2012: пидорас
[16:50:09] vasily_yugoslavsky_2012: у меня даже ничего не было кроме воды и семян
[16:50:30] vasily_yugoslavsky_2012: я бы небо изменил на этой карте
[16:50:34] vasily_yugoslavsky_2012: какое то оно слишком грустное
[16:50:56] vasily_yugoslavsky_2012: нужно ресурсы
[16:50:57] vasily_yugoslavsky_2012: поближе
[16:50:59] vasily_yugoslavsky_2012: к 
[16:51:06] vasily_yugoslavsky_2012: скрапай
[16:51:10] vasily_yugoslavsky_2012: к рюкзаку их
[16:51:11] vasily_yugoslavsky_2012: ставь и он
[16:51:12] vasily_yugoslavsky_2012: автоматом
[16:51:31] vasily_yugoslavsky_2012: берешь
[16:51:33] vasily_yugoslavsky_2012: и стукаешь
[16:51:35] vasily_yugoslavsky_2012: об верстак
[16:54:03] vasily_yugoslavsky_2012: але
[16:54:21] vasily_yugoslavsky_2012: все
[16:54:23] vasily_yugoslavsky_2012: органика
[16:54:38] vasily_yugoslavsky_2012: да
[16:54:55] vasily_yugoslavsky_2012: просто джмод сурвайвл говно из за того что
[16:55:04] vasily_yugoslavsky_2012: кому выпадет миллион метала
[16:55:06] vasily_yugoslavsky_2012: тот победитель
[16:55:31] vasily_yugoslavsky_2012: можно хотя бы с начала давать каждому 30 басик партсов
[16:55:56] vasily_yugoslavsky_2012: мне в джмоде нравится что можно людей
[16:55:58] vasily_yugoslavsky_2012: в рабство
[16:55:59] vasily_yugoslavsky_2012: отправлять
[16:56:02] vasily_yugoslavsky_2012: чтобы они на полях
[16:56:03] vasily_yugoslavsky_2012: работали
[16:56:08] vasily_yugoslavsky_2012: ну поливать поля
[16:56:10] vasily_yugoslavsky_2012: ведрами
[16:56:18] vasily_yugoslavsky_2012: лопатой им угрожать
[16:56:19] vasily_yugoslavsky_2012: либо топором
[16:56:45] vasily_yugoslavsky_2012: дварф фортресс 2 но в 4 раз медленее
[16:57:19] vasily_yugoslavsky_2012: надо выживать под соундтрек римворлда
[16:59:01] vasily_yugoslavsky_2012: можно скрафтить топор кирку и лопату
[16:59:37] vasily_yugoslavsky_2012: урааа древо растет
[16:59:50] vasily_yugoslavsky_2012: торговля яблоками
[17:00:12] vasily_yugoslavsky_2012: о 
[17:00:13] vasily_yugoslavsky_2012: я нашел
[17:00:14] vasily_yugoslavsky_2012: железо
[17:00:24] vasily_yugoslavsky_2012: оно где-то тут
[17:00:55] vasily_yugoslavsky_2012: я нашел железо
[17:01:20] vasily_yugoslavsky_2012: О
[17:01:21] vasily_yugoslavsky_2012: СМОТРИ
[17:01:36] vasily_yugoslavsky_2012: зацени ахирееть
[17:02:07] vasily_yugoslavsky_2012: смотри как его тут дохуя
[17:02:27] vasily_yugoslavsky_2012: ну добывать руду классно
[17:02:35] vasily_yugoslavsky_2012: знаешь это как
[17:02:37] vasily_yugoslavsky_2012: типо
[17:02:42] vasily_yugoslavsky_2012: офигеть ваще
[17:02:57] vasily_yugoslavsky_2012: да
[17:02:59] vasily_yugoslavsky_2012: свалка
[17:04:14] vasily_yugoslavsky_2012: о нееет
[17:04:23] vasily_yugoslavsky_2012: поселению прийдет конец!!!
[17:04:40] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_junk/gascan001a.mdl
[17:11:57] vasily_yugoslavsky_2012: это так смешно со стороны выглядит  руслан стоит пиздит камень об вер
[17:12:02] vasily_yugoslavsky_2012: стак
[17:13:49] vasily_yugoslavsky_2012: А НУ ДА ТОЧНО
[17:13:53] vasily_yugoslavsky_2012: В ГОРОДСКОЙ ХУЙНЕ КАК РАЗ
[17:13:57] vasily_yugoslavsky_2012: ВЫПАДАЮТ БУТЫЛКИ
[17:14:00] vasily_yugoslavsky_2012: НУ СТЕКЛО
[17:14:20] vasily_yugoslavsky_2012: АЛЕ РУСЛАН
[17:14:21] vasily_yugoslavsky_2012: ПРОЧИТАЙ
[17:14:30] vasily_yugoslavsky_2012: ну чат открой
[17:15:32] Server is shutting down/changing levels.



[17:15:45] New map: gm_micronations
[17:18:44] Client "vasily_yugoslavsky_2012" connected.
[17:18:59] Client "vasily_yugoslavsky_2012" spawned in server <STEAM_0:0:136760122> (took 15 seconds).
[17:19:23] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent lvs_wheeldrive_testuaz
[17:19:49] RusLanConnection teleported vasily_yugoslavsky_2012
[17:20:03] vasily_yugoslavsky_2012: нихуя
[17:20:06] vasily_yugoslavsky_2012: але
[17:20:49] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:21:21] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_suit
[17:21:22] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_suit
[17:21:24] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_suit
[17:21:37] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_junk/plasticcrate01a.mdl
[17:28:00] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/gravestone_statue001a.mdl
[17:28:01] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/gravestone_statue001a.mdl
[17:28:21] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/gravestone_cross001b.mdl
[17:28:32] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/gravestone_cross001a.mdl
[17:28:46] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/gravestone_coffinpiece002a.mdl
[17:29:06] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_junk/trashdumpster02b.mdl
[17:29:07] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_junk/trashdumpster02b.mdl
[17:32:18] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_debris/metal_panel02a.mdl
[17:32:26] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_trainstation/traincar_seats001.mdl
[17:32:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_trainstation/payphone_reciever001a.mdl
[17:32:40] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/playgroundtick-tack-toe_block01a.mdl
[17:32:44] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/suitcase001a.mdl
[17:32:46] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/suitcase_passenger_physics.mdl
[17:32:50] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/tools_wrench01a.mdl
[17:32:51] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/playground_teetertoter_stan.mdl
[17:32:54] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/playground_teetertoter_seat.mdl
[17:32:58] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/gravestone003a.mdl
[17:33:01] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_c17/gravestone002a.mdl
[17:33:07] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned ragdoll models/gibs/strider_weapon.mdl
[17:35:34] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned vehicle models/buggy.mdl
[17:36:04] vasily_yugoslavsky_2012 suicided!
[17:36:32] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezammo
[17:36:35] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezammo
[17:37:17] vasily_yugoslavsky_2012 killed RusLanConnection using player
[17:37:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[17:38:01] RusLanConnection killed vasily_yugoslavsky_2012 using player
[17:38:33] RusLanConnection killed vasily_yugoslavsky_2012 using player
[17:39:20] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_bm31
[17:39:20] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezammo
[17:39:54] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_bm31
[17:40:38] RusLanConnection killed vasily_yugoslavsky_2012 using lvs_bomb
[17:41:00] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_gazm1
[17:41:41] RusLanConnection killed vasily_yugoslavsky_2012 using lvs_wheeldrive_gazm1
[17:41:51] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_dodkuebelwagen_mg
[17:42:02] RusLanConnection killed vasily_yugoslavsky_2012 using lvs_wheeldrive_dodkuebelwagen_mg
[17:42:21] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_maska
[17:42:27] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_mhtorso
[17:44:20] RusLanConnection killed vasily_yugoslavsky_2012 using lvs_wheeldrive_dodkuebelwagen_mg
[17:44:44] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_maska
[17:44:49] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_mhtorso
[17:44:51] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_mhtorso
[17:44:56] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_hrshoulder
[17:44:59] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_hlshoulder
[17:45:02] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_hlthigh
[17:45:04] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_hrthigh
[17:45:17] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_spelvis
[17:48:51] RusLanConnection was killed by prop_physics
[17:51:07] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_slforearm
[17:51:11] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_srforearm
[17:51:14] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_slcalf
[17:51:17] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_srcalf
[17:51:34] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_backpack
[17:51:45] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_balmask
[17:51:53] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_balmask
[17:52:14] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_ltorso
[17:52:33] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_interiors/furniture_chair01a.mdl
[17:52:41] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_interiors/refrigeratordoor02a.mdl
[17:52:44] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_interiors/refrigeratordoor01a.mdl
[17:52:45] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/props_interiors/refrigeratordoor01a.mdl
[17:54:02] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[17:54:37] vasily_yugoslavsky_2012 killed RusLanConnection using wm_missile
[17:54:46] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:54:46] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:54:46] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:55:14] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezbattery
[17:55:15] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[17:55:36] vasily_yugoslavsky_2012 killed RusLanConnection using wm_sledge
[17:55:39] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:55:40] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:55:40] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:55:59] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezbattery
[17:55:59] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[17:56:59] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_thermals
[17:57:16] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_headset
[17:57:28] RusLanConnection killed vasily_yugoslavsky_2012 using player
[17:57:48] RusLanConnection killed vasily_yugoslavsky_2012 using player
[17:58:17] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:58:18] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:58:18] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[17:58:51] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent ent_jack_gmod_ezarmor_lhead
[17:59:35] RusLanConnection killed vasily_yugoslavsky_2012 using player
[18:01:19] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[18:01:20] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[18:01:20] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[18:01:22] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[18:01:22] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[18:01:24] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned sent item_healthkit
[18:01:31] RusLanConnection killed vasily_yugoslavsky_2012 using tacrp_io_rpk
[18:01:55] vasily_yugoslavsky_2012 killed RusLanConnection using wm_baseball_bat
[18:02:09] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezammo
[18:02:15] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_helicopter_combine
[18:02:26] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:26] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:26] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:26] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:26] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:26] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:26] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:27] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:27] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:27] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:27] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:27] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:27] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:27] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:28] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:29] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:29] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:29] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:29] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:29] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:29] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:30] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:30] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:30] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:30] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:30] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:30] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:30] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:30] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:31] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:31] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:31] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:31] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:31] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:31] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:31] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:31] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
[18:02:32] vasily_yugoslavsky_2012<STEAM_0:0:136760122> spawned model models/hunter/blocks/cube1x1x1.mdl
